31812	Meet The Dinosaur Called 'The Chicken From Hell'	http://popdust.com/2014/03/21/meet-the-dinosaur-called-the-chicken-from-hell/	Popdust	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	popdust.com	1395514116254
31813	Table Talk: Scientists Discover New Chicken-Like Dinosaur	http://www.huffingtonpost.com/2014/03/21/table-talk-dinosaur_n_5007991.html	Huffington Post	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.huffingtonpost.com	1395514116455
31814	Wild chicken from hell once roamed Dakotas	http://www.spokesman.com/blogs/outdoors/2014/mar/21/wild-chicken-hell-once-roamed-dakotas/	The Spokesman Review \(blog\)	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.spokesman.com	1395514116665
31815	U of U Scientist Helps Discover New Dinosaur	http://www.kutv.com/news/features/local/stories/vid_6212.shtml	KUTV 2News	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.kutv.com	1395514116858
31816	'Chicken from hell' dinosaur gets a proper name in new study	http://www.deseretnews.com/article/765650209/Chicken-from-hell-dinosaur-gets-a-proper-name-in-new-study.html	Deseret News	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.deseretnews.com	1395514117203
31817	What does the 'chicken from hell' look like? See photos of new dinosaur species	http://blog.al.com/wire/2014/03/what_does_the_chicken_from_hel.html	The Huntsville Times - al.com \(blog\)	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	blog.al.com	1395514117387
31818	Phenomena:	http://phenomena.nationalgeographic.com/2014/03/21/mysterious-dinosaur-anzu-debuts/	National Geographic	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	phenomena.nationalgeographic.com	1395514117572
31819	Scientists dub goofy looking feathered dinosaur "chicken from hell"	http://www.statecolumn.com/2014/03/scientists-dub-goofy-looking-feathered-dinosaur-chicken-from-hell/	State Column	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.statecolumn.com	1395514117782
31820	Meet the 'Chicken From Hell'—Scientists Discover New Dino	http://time.com/33355/meet-the-chicken-from-hell-scientists-discover-new-dino/	TIME	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	time.com	1395514117958
31821	Scientists are calling this dinosaur the “chicken from hell”	http://www.mercurynews.com/ci_25378871/scientists-are-calling-this-newly-discovered-dinosaur-8220	San Jose Mercury News	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.mercurynews.com	1395514118310
31822	'Chicken from hell' dinosaur's fossils found in North Dakota and South Dakota	http://www.parkrapidsenterprise.com/content/chicken-hell-dinosaurs-fossils-found-north-dakota-and-south-dakota-0	Park Rapids Enterprise	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.parkrapidsenterprise.com	1395514118604
31823	Scientists Discover Fossil of AnzuWyliei Species of Dinosaur	http://topnews.us/content/261247-scientists-discover-fossil-anzuwyliei-species-dinosaur	TopNews United States	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	topnews.us	1395514118822
31824	'Chicken from hell' sheds new light on bird-like dino	http://en.tengrinews.kz/science/Chicken-from-hell-sheds-new-light-on-bird-like-dino-26847/	Tengrinews	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	en.tengrinews.kz	1395514118998
31825	Dinosaur dubbed 'chicken from hell'	http://www.dispatch.com/content/stories/national_world/2014/03/21/dinosaur-dubbed-chicken-from-hell.html	Columbus Dispatch	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.dispatch.com	1395514119242
31826	Scientists: 'Weird' dinosaur roamed alongside T. rex	http://blouinnews.com/78411/story/scientists-weird-dinosaur-roamed-alongside-t-rex	Blouin News Blogs	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	blouinnews.com	1395514119554
31827	New dinosaur discovered, nicknamed 'chicken from hell'	http://www.worldbulletin.net/science-technology/131570/flappy-bird-app-to-return-says-game-designer	www.worldbulletin.net	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.worldbulletin.net	1395514119739
31828	Weird 'Chicken From Hell' Dinosaur Discovered	http://www.newindianexpress.com/world/Weird-Chicken-From-Hell-Dinosaur-Discovered/2014/03/21/article2121872.ece	The New Indian Express	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.newindianexpress.com	1395514119940
31829	Dinosaur 'chicken from hell' weighted 600-pound, 6 foot tall	http://nvonews.com/2014/03/21/dinosaur-chicken-from-hell-weighted-600-pound-6-foot-tall/	Northern Voices Online	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	nvonews.com	1395514120175
31830	Weird 'chicken from hell' dinosaur lived alongside T. Rex	http://www.independent.ie/world-news/weird-chicken-from-hell-dinosaur-lived-alongside-t-rex-30111733.html	Irish Independent	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.independent.ie	1395514120376
31831	Scientists unveil dinosaur dubbed the chicken from hell - WFSB 3 Connecticut	http://www.wfsb.com/story/25022784/scientists-unveil-dinosaur-dubbed-the-chicken-from-hell	WFSB	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.wfsb.com	1395514120595
31832	Scientists unveil dinosaur dubbed the chicken from hell - CBS 3 Springfield  ...	http://www.cbs3springfield.com/story/25022784/scientists-unveil-dinosaur-dubbed-the-chicken-from-hell	WSHM-TV	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.cbs3springfield.com	1395514120779
31833	'Chicken from hell' dinosaur gets a proper name	http://www.contracostatimes.com/ci_25377668/chicken-from-hell-dinosaur-gets-proper-name	Contra Costa Times	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.contracostatimes.com	1395514120964
31834	Meet the 'chicken from hell'	http://www.aljazeera.com/video/americas/2014/03/meet-chicken-from-hell-2014320235723176373.html	Aljazeera.com	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.aljazeera.com	1395514121314
31835	Anzu Wyliei: Dinosaur Dubbed 'Chicken from hell' Given Proper Name (+Photos)	http://www.theepochtimes.com/n3/573523-anzu-wyliei-dinosaur-dubbed-chicken-from-hell-given-proper-name-photos/	The Epoch Times	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.theepochtimes.com	1395514121524
31836	Newly-Discovered Dinosaur Resembled 500LB Chicken	http://www.foxbaltimore.com/news/features/top-stories/stories/newlydiscovered-dinosaur-resembled-500lb-chicken-26419.shtml	Fox Baltimore	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.foxbaltimore.com	1395514121901
31837	'Chicken from hell' dinosaur gets proper name	http://www.wtae.com/news/chicken-from-hell-dinosaur-gets-a-proper-name/25073954	WTAE Pittsburgh	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.wtae.com	1395514122220
31838	Scientists give formal name to 'chicken from hell' dinosaur	http://america.aljazeera.com/articles/2014/3/20/scientists-give-formalnametochickenfromhelldinosaur.html	Al Jazeera America	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	america.aljazeera.com	1395514122429
31839	Giant carnivorous chicken dinosaur is first of its kind	http://www.newscientist.com/article/dn25257	New Scientist	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.newscientist.com	1395514122656
31840	'Strange' dinosaur was closest thing to a bird without being one	http://www.alaskadispatch.com/article/20140320/strange-dinosaur-was-closest-thing-bird-without-being-one	Alaska Dispatch	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.alaskadispatch.com	1395514122841
31841	Scientists in the United States say they've discovered a new species of dinosaur.	http://www.bbc.co.uk/newsround/26660519	CBBC Newsround	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.bbc.co.uk	1395514123218
31842	One hell of a chicken: Giant raptor fossils excavated in US	http://www.express.co.uk/news/nature/465821/Raptor-fossils-found-by-US-researchers-belong-to-the-chicken-from-hell	Express.co.uk	t	da1Qzld-OEDKX_M73uSx5CkYOuNcM	www.express.co.uk	1395514123386
31843	Apple Working on Spotify-Like Service and iTunes Android App, Report Says	http://mashable.com/2014/03/22/apple-spotify-itunes-android/	Mashable	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	mashable.com	1395514336570
31844	Apple Considering On-Demand Music Service and iTunes for Android, Says  ...	http://www.technobuffalo.com/2014/03/22/apple-considering-on-demand-music-service-and-itunes-for-android-says-report/	TechnoBuffalo	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.technobuffalo.com	1395514336835
31845	iTunes Considers On-Demand Streaming and Android App…	http://www.digitalmusicnews.com/permalink/2014/03/21/ituneswow	Digital Music News	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.digitalmusicnews.com	1395514337038
31846	Rumor: Apple Execs Mulling Streaming Music Service, iTunes Android App	http://www.pcmag.com/article2/0,2817,2455306,00.asp\?kc=PCRSS03069TX1K0001121&amp;utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed:+ziffdavis/pcmag/breakingnews+(PCMag.com+Breaking+News)	PC Magazine	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.pcmag.com	1395514337255
31847	Apple's iTunes could finally be coming to your Android smartphone	http://www.dailystar.co.uk/tech/370960/Apple-s-iTunes-could-finally-be-coming-to-your-Android-smartphone	Daily Star	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.dailystar.co.uk	1395514337592
31848	Apple Considers On-Demand Music Streaming, iTunes App for Android	http://socialtimes.com/apple-considers-demand-music-streaming-itunes-app-android_b145437	Social Times \(blog\)	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	socialtimes.com	1395514337827
31849	Apple's iTunes Radio Is Still Pandora's Biggest Threat	http://www.fool.com/investing/general/2014/03/22/apples-itunes-radio-is-still-pandoras-biggest-thre.aspx	Motley Fool	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.fool.com	1395514338045
31850	Free iPhone apps worth downloading today, free Android app deals	http://www.examiner.com/article/free-iphone-apps-worth-downloading-today-free-android-app-deals	Examiner.com	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.examiner.com	1395514338247
31851	Apple reportedly mulls bringing iTunes to Android, launching on-demand music  ...	http://www.itechpost.com/articles/12156/20140322/apple-reportedly-mulls-launching-itunes-on-android-and-on-demand-music-streaming-service.htm	iTech Post	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.itechpost.com	1395514338454
31852	Apple iTunes store app for Android devices could be in the works	http://www.pocket-lint.com/news/128044-apple-itunes-store-app-for-android-devices-could-be-in-the-works	Pocket-lint.com	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.pocket-lint.com	1395514338692
31853	Apple 'considering Spotify rival, iTunes app for Android'	http://www.digitalspy.com/tech/news/a559465/apple-considering-spotify-rival-itunes-app-for-android.html	Digital Spy	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.digitalspy.com	1395514338883
31854	Apple mulls on launching on-demand music service to compete with Spotify	http://www.vcpost.com/articles/22810/20140322/apple-mulls-on-launching-on-demand-music-service-to-compete-with-spotify.htm	Venture Capital Post	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.vcpost.com	1395514339078
31855	Apple may launch Spotify rival and iTunes Android app	http://www.t3.com/news/apple-may-launch-spotify-rival-and-itunes-android-app	T3	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.t3.com	1395514339397
31856	Apple contemplates launching Spotify-style service, iTunes app for Android	http://www.mobot.net/apple-contemplates-launching-spotifystyle-service-itunes-app-android-66269	Mobot.net \(blog\)	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.mobot.net	1395514339606
31857	Apple In Talks To Launch Spotify Rival, Android App As Download Sales Decline	http://www.hypebot.com/hypebot/2014/03/apple-in-talks-to-launch-spotify-rival-android-app-as-download-sales-decline.html	hypebot.com	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.hypebot.com	1395514339809
31858	Apple said to be considering Spotify competitor, iTunes for Android	http://www.theverge.com/2014/3/21/5534460/apple-said-to-be-considering-spotify-competitor-itunes-for-android	The Verge	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.theverge.com	1395514340034
31859	Apple iTunes Could Feature on Android, Says Reports	http://www.gizbot.com/news/apple-itunes-could-feature-on-android-says-reports-016290.html	Gizbot	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.gizbot.com	1395514340278
31860	iTunes on Android: Instant analysis in 140 characters	http://tech.fortune.cnn.com/2014/03/22/apple-itunes-android-google/	Fortune	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	tech.fortune.cnn.com	1395514340479
31861	Android may soon get Apple's favorite own, iTunes	http://www.deccanchronicle.com/140322/technology-latest/article/android-may-soon-get-apple%E2%80%99s-favorite-own-itunes	Deccan Chronicle	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.deccanchronicle.com	1395514340731
31862	Apple considering a Spotify rival and iTunes Android app	http://news.cnet.com/8301-13579_3-57620726-37/apple-considering-a-spotify-rival-and-itunes-android-app/	CNET	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	news.cnet.com	1395514340949
31863	Latest Apple rumour suggests we'll see iTunes app for Android	http://mobilesyrup.com/2014/03/21/latest-apple-rumour-suggests-well-see-itunes-store-for-android/	MobileSyrup.com	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	mobilesyrup.com	1395514341135
31864	Apple Considering Launching iTunes for Android	http://goodereader.com/blog/tablet-slates/apple-considering-launching-itunes-for-android	Good E-Reader \(blog\)	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	goodereader.com	1395514341326
31865	Report: Apple Considers Building An On-Demand Music Service To Take On  ...	http://techcrunch.com/2014/03/21/apple-reportedly-considering-spotify-competitor/\?ncid=rss	TechCrunch	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	techcrunch.com	1395514341521
31866	Apple To Offer Spotify-Like Music Subscription Service, Bring iTunes To Android?	http://appadvice.com/appnn/2014/03/apple-to-offer-spotify-like-music-subscription-service-bring-itunes-to-android	AppAdvice	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	appadvice.com	1395514341990
31867	Apple said to be prepping both a Spotify rival and an iTunes app for Android	http://www.techradar.com/news/internet/is-apple-prepping-subscription-music-service-itunes-app-for-android--1236109	TechRadar UK	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.techradar.com	1395514342325
31868	Apple may bring iTunes Store to Android phones and tablets	http://haverzine.com/2014/03/21/apple-may-bring-itunes-store-to-android-phones-and-tablets/	Haverzine	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	haverzine.com	1395514342527
31869	Apple Might Launch iTunes For Android Because Music Downloads Are Down	http://www.businessinsider.in/sai/Apple-Might-Launch-iTunes-For-Android-Because-Music-Downloads-Are-Down/articleshow/32444507.cms	Businessinsider India	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.businessinsider.in	1395514342793
31870	Apple May Launch Spotify Competitor and Android iTunes App	http://www.ign.com/articles/2014/03/21/apple-may-launch-spotify-competitor-and-android-itunes-app\?utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+ign%2Fall+(IGN+All)	IGN	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.ign.com	1395514342977
31871	iTunes app for Android in the works according to sketchy rumor	http://www.todaysiphone.com/2014/03/itunes-app-android-works-according-sketchy-rumor/	Today's iPhone	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.todaysiphone.com	1395514343165
31872	Apple Considering iTunes for Android and On-Demand Streaming, Report says	http://www.technobuffalo.com/2014/03/21/apple-considering-itunes-for-android-and-on-demand-streaming-report-says/	TechnoBuffalo	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.technobuffalo.com	1395514343450
31873	Apple Inc. (AAPL) news: Report: Apple holding music service talks, mulling  ...	http://seekingalpha.com/news/1639933-report-apple-holding-music-service-talks-mulling-android-itunes-app	Seeking Alpha	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	seekingalpha.com	1395514343676
31874	Apple Considers Release of iTunes Store for Android, Launch of Subscription  ...	http://www.iclarified.com/39323/apple-considers-release-of-itunes-store-for-android-launch-of-subscription-based-music-service	iClarified	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.iclarified.com	1395514343879
31875	Apple reportedly considering iTunes for Android app	http://www.phonedog.com/2014/03/21/apple-reportedly-considering-itunes-for-android-app/	PhoneDog	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.phonedog.com	1395514344122
31876	Apple looking Into Android Compatible Streaming Music Service To Compete  ...	http://www.androidheadlines.com/2014/03/apple-looking-android-compatible-streaming-music-service-compete-spotify.html	Android Headlines - Android News	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.androidheadlines.com	1395514344349
31877	Apple contemplating new music service, iTunes app for Android	http://www.slashgear.com/apple-contemplating-new-music-service-itunes-app-for-android-21321647/	SlashGear	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.slashgear.com	1395514344547
31878	Apple reportedly considering iTunes Store for Android phones	http://www.engadget.com/2014/03/21/itunes-for-android/	Engadget	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.engadget.com	1395514344867
31879	Apple reportedly exploring on-demand music streaming service, iTunes for  ...	http://appleinsider.com/articles/14/03/21/apple-reportedly-exploring-on-demand-music-streaming-service-itunes-for-android	Apple Insider	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	appleinsider.com	1395514345188
31880	Apple in Talks for On-Demand Streaming Music Service, Considering Android  ...	http://www.macrumors.com/2014/03/21/apple-itunes-android-app/	Mac Rumors	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	www.macrumors.com	1395514345414
31881	Report: iTunes Radio Third Most Popular Service For Streaming Music	http://mp3.about.com/b/2014/03/21/report-itunes-radio-third-most-popular-service-for-streaming-music.htm	About - News \& Issues	t	dFj0S1qWL6wNK4Mp3etAOlNP9_cZM	mp3.about.com	1395514345699
31882	Room service: Book a room at The Grand Budapest Hotel	http://chicago.gopride.com/entertainment/column/index.cfm/col/1935	ChicagoPride.com	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	chicago.gopride.com	1395514475579
31883	Movie review: Luxury and laughs in 'Grand Budapest Hotel'	http://www.sltrib.com/sltrib/entertainment2/57702188-223/anderson-hotel-budapest-grand.html.csp	Salt Lake Tribune	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.sltrib.com	1395514475757
31884	'Grand Budapest Hotel' review: Wes Anderson at his best	http://www.mysanantonio.com/entertainment/movies-tv/article/Grand-Budapest-Hotel-review-Wes-Anderson-at-5338663.php	mySanAntonio.com	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.mysanantonio.com	1395514476092
31885	Ralph Fiennes, center, is Gustave in “The Grand Budapest Hotel.”	http://www.sacbee.com/2014/03/20/6250724/fiennes-shines-in-the-vibrant.html	Sacramento Bee	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.sacbee.com	1395514476301
31886	The Grand Budapest is a candy-colored delight	http://tigernewspaper.com/wordpress/2014/03/21/the-grand-budapest-is-a-candy-colored-delight/	Tiger Newspaper	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	tigernewspaper.com	1395514476503
31887	Book a room at 'The Grand Budapest Hotel'	http://www.thenewstribune.com/2014/03/21/3108246/book-a-room-at-the-grand-budapest.html	TheNewsTribune.com	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.thenewstribune.com	1395514476738
31888	Wes Anderson portrait	http://blog.nola.com/interact/2014/03/wes_anderson_portrait_photo_of.html	The Times-Picayune \(blog\)	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	blog.nola.com	1395514477073
31889	Secret Cinema Extend THE GRAND BUDAPEST HOTEL Through 6 April	http://www.broadwayworld.com/uk-regional/article/Secret-Cinema-Extend-THE-GRAND-BUDAPEST-HOTEL-Through-6-April-20140321	Broadway World	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.broadwayworld.com	1395514477269
31890	Dan's Review: "The Grand Budapest Hotel" is a fine establishment	http://www.davisclipper.com/view/full_story/24781913/article-Dan-s-Review---The-Grand-Budapest-Hotel--is-a-fine-establishment\?instance=home_special	Davisclipper	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.davisclipper.com	1395514477493
31891	Hey, Whit: What did you think of 'Grand Budapest Hotel'?	http://www.greenvilleonline.com/usatoday/article/6696287	Greenville News	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.greenvilleonline.com	1395514477786
31892	The Grand Budapest Hotel is both a sly crime caper and a charming ode to Old  ...	http://www.isthmus.com/isthmus/article.php\?article=42326	Isthmus	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.isthmus.com	1395514478005
31893	The Grand Budapest Hotel Movie Review	http://flix66.com/the-grand-budapest-hotel/	Flix 66	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	flix66.com	1395514478173
31894	Friday movie roundup: European vacations	http://www.sltrib.com/sltrib/blogsmoviecricket/57712657-66/sltrib-movie-com-csp.html.csp	Salt Lake Tribune \(blog\)	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.sltrib.com	1395514478338
31895	Wes Anderson at the Heights of his Abilities	http://www.milwaukeemag.com/article/3212014-WesAndersonattheHeightsofhisAbilities	Milwaukee Magazine	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.milwaukeemag.com	1395514478534
31896	Why I won't be seeing Grand Budapest Hotel	http://lauraturner.religionnews.com/2014/03/20/wont-seeing-grand-budapest-hotel/	Religion News Service	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	lauraturner.religionnews.com	1395514478811
31897	The Grand Budapest Hotel	http://www.pleasantonweekly.com/movies/reviews/The-Grand-Budapest-Hotel\?review_id=2896	Pleasanton Weekly	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.pleasantonweekly.com	1395514478979
31898	Locating the heart of Wes Anderson films	http://www.statesman.com/weblogs/statesman-shots/2014/mar/21/locating-heart-wes-anderson-films/	Austin American-Statesman \(blog\)	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.statesman.com	1395514479129
31899	'The Grand Budapest Hotel' Review	http://screenrant.com/grand-budapest-hotel-reviews/	Screen Rant	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	screenrant.com	1395514479357
31900	'The Grand Budapest Hotel' is a Wes Anderson classic	http://www.examiner.com/review/the-grand-budapest-hotel-is-a-wes-anderson-classic	Examiner.com	e	dHEzAJypJyD0-nM9T-LbZ3LjSBuOM	www.examiner.com	1395514479591
